horizon_step,MAE,RMSE,WAPE,MAPE,WQL,MACRO_MAE,MACRO_WAPE,PINBALL_P10,PINBALL_P50,PINBALL_P90,P10_P90_COVERAGE,MEAN_INTERVAL_WIDTH,QUANTILE_CROSSINGS,CALIBRATION_P10,CALIBRATION_P50,CALIBRATION_P90
1,25.306060759257893,32.199911634119694,0.46851507206722837,1.7630182590336985,0.2991169825523059,25.306060759257896,0.49941907320374634,5.725279170431933,12.662819225962837,5.846359529993056,0.6133333333333333,61.02611353048752,0.0,0.24,0.56,0.8533333333333334
2,27.89592366896283,34.312535616436,0.5905148956173334,3.1577922482815053,0.3609938791881464,27.89592366896283,0.6347039955298355,6.442933874818306,13.924842114051158,5.212250290402594,0.5866666666666667,64.9852390673491,0.0,0.30666666666666664,0.6133333333333333,0.8933333333333333
3,27.743627542853165,33.74978682976976,0.5459910957003379,3.2648928895633804,0.3288997839402974,27.743627542853165,0.6068410326135184,6.072600601153194,13.858762227613846,5.137378703162423,0.6133333333333333,69.91028824942161,0.0,0.28,0.5066666666666667,0.8933333333333333
4,26.913673973137914,33.26638034805285,0.4934063915877154,4.103942785457008,0.29725909162033964,26.913673973137914,0.5409135118492289,6.049940495388357,13.41214754668208,4.859650834305753,0.6933333333333334,68.47739183367679,0.0,0.18666666666666668,0.4533333333333333,0.88
5,25.82058258361084,32.2897191051261,0.44508014106431004,2.1381878191789623,0.2671744184755801,25.82058258361084,0.47774535448550676,5.632813458753971,12.880116872774323,4.736587564216685,0.7333333333333333,70.8735464056684,0.0,0.12,0.41333333333333333,0.8533333333333334
6,22.72502783183905,28.77839503042363,0.4010299029148067,2.4715182425881035,0.24807130267747288,22.72502783183905,0.461818435019102,5.400000374953932,11.37438611721562,4.311674235415636,0.7733333333333333,72.72253433919897,0.0,0.14666666666666667,0.4666666666666667,0.92
7,26.61013523410251,32.49376927190431,0.5272814115079758,2.487840106410318,0.3060796841039385,26.61013523410251,0.616988759794876,5.018119054765967,13.316774667916953,4.835338363985228,0.6933333333333334,71.66649272314481,0.0,0.18666666666666668,0.56,0.88
