folds,MAE_mean,MAE_median,MAE_stdev,RMSE_mean,RMSE_median,RMSE_stdev,WAPE_mean,WAPE_median,WAPE_stdev,MAPE_mean,MAPE_median,MAPE_stdev,WQL_mean,WQL_median,WQL_stdev,MACRO_MAE_mean,MACRO_MAE_median,MACRO_MAE_stdev,MACRO_WAPE_mean,MACRO_WAPE_median,MACRO_WAPE_stdev,PINBALL_P10_mean,PINBALL_P10_median,PINBALL_P10_stdev,PINBALL_P50_mean,PINBALL_P50_median,PINBALL_P50_stdev,PINBALL_P90_mean,PINBALL_P90_median,PINBALL_P90_stdev,P10_P90_COVERAGE_mean,P10_P90_COVERAGE_median,P10_P90_COVERAGE_stdev,MEAN_INTERVAL_WIDTH_mean,MEAN_INTERVAL_WIDTH_median,MEAN_INTERVAL_WIDTH_stdev,QUANTILE_CROSSINGS_mean,QUANTILE_CROSSINGS_median,QUANTILE_CROSSINGS_stdev,CALIBRATION_P10_mean,CALIBRATION_P10_median,CALIBRATION_P10_stdev,CALIBRATION_P50_mean,CALIBRATION_P50_median,CALIBRATION_P50_stdev,CALIBRATION_P90_mean,CALIBRATION_P90_median,CALIBRATION_P90_stdev,weighted_ensemble_selected_by_validation_folds,weighted_ensemble_external_wins,weighted_ensemble_external_top2_folds,weighted_ensemble_external_win_rate,weighted_ensemble_mean_external_rank,selection_stability,external_test_stability,selected_models
3,26.145004513394888,21.960457934231858,7.857459260610202,31.917570021449293,28.859860408898953,7.398349307917605,0.5001770362391157,0.44168258113901565,0.17841848991062767,2.7695989072161398,1.9863238890124897,1.8202790205410597,0.3033700846971261,0.26232861986815437,0.10650374019417709,26.145004513394888,21.960457934231858,7.857459260610202,0.5769691890114861,0.5191352662878489,0.2200139688481685,5.763098147180809,4.685808601864549,2.770173916200187,13.061406967459545,10.946943113527018,3.937629856126439,4.991319931640196,4.924124621134457,0.45312762286852193,0.6723809523809524,0.6571428571428571,0.13777631481923908,68.52308659270675,74.28949203482783,12.85510928990174,0.0,0.0,0.0,0.20952380952380953,0.12571428571428572,0.1602379183470332,0.5104761904761905,0.5485714285714286,0.1244525426584353,0.8819047619047619,0.9371428571428572,0.10066445913694334,3,2,2,0.6666666666666666,1.6666666666666667,stable,unstable,WeightedEnsemble|WeightedEnsemble|WeightedEnsemble
